node_name	description	node_type
NCIT:is_abnormal_cell_of_disease		
RO:0004025		
GO:inverse_isa		
STY:T201		
dcid:ChemicalCompound		
RO:0002333		
STY:T015		
MONDO:disease_has_major_feature		
PathWhiz:has_bound		
RO:0002302		
WIKIDATA_PROPERTY:P688		
OBI:0000181		
SIO:001005		
CHEMBL.MECHANISM:superset_of		
RXNORM:has_form		
SNOMED:has_direct_procedure_site		
UBERON:proximally_connected_to		
NLMID		
GENEPIO:0001739		
NCIT:has_pharmaceutical_state_of_matter		
RO:0002159		
UBERON_CORE:subdivision_of		
dcid:LandslideEvent		
REPODB:clinically_tested_terminated_phase_0		
STY:T131		
UBERON_CORE:transitively_proximally_connected_to		
NCIT:R23		
NDDF:ingredient_of		
COAR_RESOURCE		
RO:0004001		
STY:T195		
NCIT:has_pharmaceutical_basic_dose_form		
WIKIDATA:Q5058355		
CHEMBL.MECHANISM:cross-linking_agent		
FMA:insertion_of		
STY:T056		
RO:0002411		
CARO:0001010		
SNOMED:has_direct_device		
dcid:StrongWindEvent		
GO:0110165		
RO:0002356		
SIO:001050		
BSPO:0015008		
RO:0002150		
STY:T200		
RO:0002162		
dct:isVersionOf		
DRUGBANK:chelator		
wgs:long		
RXNORM:reformulated_to		
WIKIDATA_PROPERTY:P123		
FOODON:03315605		
LOINC:has_system		
RO:0003301		
STY:T185		
LOINC:is_presence_guidance_for		
FMA:member_of		
OMIT:0008565		
WIKIDATA_PROPERTY:P156		
NCIT:regimen_has_accepted_use_for_disease		
LOINC:has_answer		
SNOMED:has_precondition		
CHEBI:33697		
REPODB:clinically_tested_terminated_phase_2		
RO:0002385		
SO:0000655		
SNOMED:occurs_before		
NCIT:C19984		
CTD:positive_correlation		
SNOMED:has_intent		
oboInOwl:hasBroadSynonym		
WIKIDATA:Q1980247		
NCIT:C43431		
RO:0002093		
SNOMED:has_subject_relationship_context		
SIO:010299		
HP:0003674		
SEPIO:0000004		
NCBITaxon:7742		
dct:license		
BSPO:0001107		
UMLSSG:DEVI		
FMA:posteroinferior_to		
CHEBI:is_tautomer_of		
BSPO:0015001		
rdfs:subClassOf		
STY:T119		
BSPO:0001106		
SEMMEDDB:COEXISTS_WITH		
LOINC:has_lateral_location_presence		
NCIT:is_component_of_chemotherapy_regimen		
SO:0001819		
UBERON_NONAMESPACE:subdivision_of		
BFO:0000003		
RO:0002571		
dcid:DiseaseGeneAssociation		
LOINC:property_of		
FMA:adheres_to		
LOINC:has_divisor		
RO:0002512		
SO:0002231		
FMA:anteroinferior_to		
NCIT:disease_has_normal_tissue_origin		
FMA:inferolateral_to		
STY:T002		
UBERON_CORE:in_innermost_side_of		
HMDB:in_biospecimen		
MONDO:disease_has_basis_in_accumulation_of		
NCIT:R167		
qud:quantityValue		
orphanet:C016		
FMA:receives_drainage_from		
MI:2044		
RO:0002225		
WIKIDATA_PROPERTY:P50		
STY:T110		
RO:0002505		
SNOMED:has_technique		
GO:0032991		
SO:0005836		
SNOMED:has_specimen_source_morphology		
FMA:right_lateral_to		
NCIT:C42677		
NCIT:R30		
NCIT:has_pharmaceutical_release_characteristics		
SNOMED:has_finding_context		
EFO:0009708		
CHEBI:is_enantiomer_of		
RO:0002510		
FOODON:00002452		
SIO:000614		
PathWhiz:has_element_collection		
NBO-PROPERTY:in_response_to		
NCIT:R108		
FMA:afferent_to		
WIKIDATA_PROPERTY:P128		
REPODB:clinically_tested_withdrawn_phase_3		
UMLS:has_supported_concept_property		
BFO:0000054		
CARO:0000000		
NCIT:subset_includes_concept		
NCIT:R168		
ENVO:02500000		
STY:T004		
RO:0002350		
SIO:010004		
STY:T197		
double		
UBERON_CORE:proximally_connected_to		
RO:0001018		
RO:0004021		
RO:0003001		
FMA:segmental_supply_of		
WIKIDATA:Q1303415		
NCIT:R39		
STY:T099		
gpi:DB_Xrefs		
SEMMEDDB:PREDISPOSES		
RO:0003304		
FMA:segmental_composition_of		
NCIT:R160		
LOINC:has_pharmaceutical_route		
UBERON:synapsed_by		
RO:0000087		
REPODB:clinically_tested_suspended_phase_0		
FMA:inherent_3d_shape_of		
FMA:inferior_to		
SIO:000006		
RO:0002565		
WIKIDATA_PROPERTY:P2293		
RXNORM:ingredients_of		
MONDO:disease_has_basis_in_development_of		
LOINC:has_class		
OBI:0000747		
CTD:prediction_hypothesis		
RO:0002331		
UMLS:may_be_qualified_by		
RO:0002371		
RO:0004024		
UMLSSG:OBJC		
bioschemas:ChemicalSubstance		
SNOMEDCT:418038007		
RO:0002082		
BSPO:0015009		
NCIT:C15220		
UBERON_CORE:layer_part_of		
CPT:has_add_on_code		
foaf:topic		
LOINC:measured_by		
NCIT:C142192		
SNOMED:has_realization		
RO:0002296		
ExO:0000000		
CHEBI:has_functional_parent		
pav:retrievedOn		
IAO:0000311		
IAO:0000100		
WBPhenotype:0000886		
RO:0002326		
eco		
FMA:has_regional_part		
FMA:internal_to		
NCIT:C2861		
FMA:has_connection_type		
CTD:decreases_response_to_substance		
UMLS:larger_than		
BTO:develops_from		
RO:0002500		
WBVocab:Gene-Phenotype-Association		
RO:0003309		
SEMMEDDB:PART_OF		
LOINC:MTHU019741		
UBERON_NONAMESPACE:innervated_by		
SNOMED:has_definitional_manifestation		
LOINC:is_given_pharmaceutical_substance_for		
STY:T029		
EFO:0000784		
RO:0002551		
LOINC:has_modality_subtype		
FMA:posterosuperior_to		
RO:0009004		
STY:T184		
samples		
RXNORM:inverse_isa		
STY:T058		
SNOMED:has_modification		
dcid:MarineStrongWindEvent		
owl:annotatedSource		
MI		
CHEBI:is_conjugate_base_of		
skos:member		
REPODB:clinically_tested_approved_unknown_phase		
SIO:010532		
PR:non-covalently_bound_to		
BFO:0000117		
LOINC:multipart_of		
NCIT:R82		
WIKIDATA_PROPERTY:P361		
SNOMED:has_inherent_location		
BFO:0000167		
WIKIDATA:Q373027		
BSPO:0015202		
WBVocab:Gene-GO-Association		
RO:0000057		
FMA:connection_type_of		
WIKIDATA:Q30892994		
CL:has_completed		
NCIT:R176		
SIO:001399		
RO:HOM0000000		
GENO:0000841		
dcid:WinterStoremEvent		
NCIT:has_pharmaceutical_administration_method		
BSPO:0015007		
FMA:related_part		
RO:HOM0000001		
WIKIDATA:Q7229825		
RXNORM:isa		
MPATH:596		
SEMMEDDB:CONVERTS_TO		
UBERON_CORE:in_central_side_of		
IAO:0000030		
UBERON_CORE:channels_from		
CTD:decreases_response_to		
RO:0002493		
dct:title		
CHEBI:is_substituent_group_from		
WIKIDATA:Q15304597		
OBAN:association		
GENO:0000790		
STY:T005		
DrugCentral:5271		
dct:issued		
NCIT:R25		
RXNORM:contains		
LOINC:has_supersystem		
SNOMED:occurs_in		
WIKIDATA:P681		
FMA:derives_from		
SIO:010302		
RO:0002176		
UBERON_CORE:transitively_anteriorly_connected_to		
STY:T010		
WIKIDATA:Q66088480		
NCIT:C37933		
STY:T016		
SNOMED:has_dose_form_administration_method		
dct:source		
DRUGBANK:pathway		
UMLSSG:ORGA		
FOODON:00002420		
MESH_PUB		
SEMMEDDB:INTERACTS_WITH		
RO:0002352		
BFO:0000062		
LOINC:has_exam		
RO:0002348		
SO:0001060		
owl:annotatedProperty		
UMLSSG:LIVB		
FMA:distal_to		
SIO:010445		
RO:0002232		
owl:sameAs		
GO:isa		
STY:T190		
WIKIDATA		
RO:0009501		
FMA:has_direct_cell_shape		
SEMMEDDB:lower_than		
SO:0000235		
BFO:0000056		
FMA:proximal_to		
orphanet:C017		
NCIT:A7		
RO:0002558		
STY:T011		
schema:Class		
WIKIDATA_PROPERTY:P276		
CHEBI:24431		
STY:T094		
GO:0003674		
EDAM-DATA:1669		
NBO:0000243		
CHEMBL.MECHANISM:modulator		
SEMMEDDB:MEASURES		
MONDO:disease_triggers		
LOINC:has_lateral_anatomic_location		
SNOMED:has_dependent		
FMA:has_tributary		
ExO:0000001		
MESH:D010641		
NCIT:R38		
RO:0002433		
skos:definitions		
NCIT:R89		
FMA:part_of		
UMLS:RQ		
RO:0002202		
STY:T041		
STY:T088		
NCIT:has_salt_form		
OMIM:manifestation_of		
SIO:010277		
BFO:0000050		
NCBITaxon:9606		
FMA:left_lateral_to		
NCIT:R27		
RO:0002285		
orphanet:410295		
UBERGRAPH:is_increase_of		
BSPO:0001115		
STY:T097		
NCIT:R72		
STY:T019		
REPODB:clinically_tested_withdrawn_phase_2		
NCIT:gene_encodes_gene_product		
CHEMBL.MECHANISM:substrate		
CHEMBL.MECHANISM:oxidative_enzyme		
RO:0002374		
FMA:bounded_by		
SNOMED:has_specimen_substance		
SNOMED:cause_of		
STY:T057		
PathWhiz:has_right_element		
SO:0000147		
SIO:010046		
RO:has_participant		
LOINC:has_time_aspect		
SNOMED:has_concentration_strength_numerator_unit		
RO:0004032		
STY:T042		
UBERON:distally_connected_to		
UMLS:owning_section_of		
FMA:right_medial_to		
UMLS:C1514562		
WIKIDATA:Q79529		
FMA:has_inherent_3d_shape		
APO:0000017		
NCIT:C13379		
dct:format		
BSPO:0015014		
NCIT:A11		
PW:0000001		
uriorcurie		
RO:0002204		
UO-PROPERTY:is_unit_of		
RO:0002229		
RO:0002590		
NCIT:R124		
RXNORM:has_part		
FOODON:00001301		
NCIT:R150		
FMA:continuous_proximally_with		
EFO:0010558		
UMLS:RO		
dcid:TornadoEvent		
WIKIDATA:Q310899		
HMDB:has_protein_association		
CTD:inferred		
FMA:has_arterial_supply		
MESH:mapped_to		
PATO:reciprocal_of		
NCIT:has_pharmaceutical_transformation		
UBERON_CORE:anastomoses_with		
SNOMED:has_process_duration		
SIO:010001		
schema:dataset		
FMA:continuous_with		
ECTO:0000509		
dcid:IceStoremEvent		
NCIT:C26004		
WIKIDATA_PROPERTY:P275		
STY:T109		
CL:lacks_plasma_membrane_part		
UBERON:extends_fibers_into		
SEMMEDDB:MANIFESTATION_OF		
NCIT:C14228		
SEMMEDDB:COMPLICATES		
SNOMED:uses_access_device		
FMA:continuation_branch_of		
UBERON:channels_into		
NCBITaxon:40674		
UBERON_CORE:in_outermost_side_of		
CHEMBL.MECHANISM:equivalent_to		
STY:T055		
FOODON:00001563		
CL:has_not_completed		
OMIM:has_inheritance_type		
STY:T043		
GENO:0000002		
FMA:has_development_type		
STY:T008		
NCIT:R46		
REPODB:clinically_tested_withdrawn_phase_1		
WIKIDATA:P682		
HMDB:at_cellular_location		
SIO:000485		
UMLS:exhibited_by		
SEMMEDDB:OCCURS_IN		
STY:T122		
RO:0000053		
fabio		
dcid:Disease		
fabio:WebPage		
FMA:has_branch		
SIO:001331		
WIKIDATA:Q181394		
WIKIDATA_PROPERTY:P274		
LOINC:has_imaging_focus		
REPODB:clinically_tested_withdrawn_phase_2_or_phase_3		
RO:0002223		
RO:0004009		
RO:0002591		
LOINC:has_parent_group		
BSPO:0000104		
SNOMED:has_finding_method		
RO:0002592		
DRUGBANK:component_of		
UMLS:mapped_to		
SNOMED:has_time_aspect		
STY:T096		
GOREL:0002005		
NCBITaxon:1767184		
SNOMED:has_severity		
UMLS:measures		
FOODON:03411261		
RO:0004026		
UMLS:component_of		
TO:0000387		
WIKIDATA:Q7239		
SNOMED:has_dose_form_release_characteristic		
STY:T089		
SEMMEDDB:CAUSES		
SO:0000316		
NCIT:R50		
SNOMED:has_presentation_strength_numerator_value		
SIO:000628		
LOINC:has_action_guidance		
SIO:001379		
SNOMEDCT:49616005		
SO:has_origin		
SIO:010526		
RO:0002327		
qud:Unit		
UMLS:C4021819		
UMLSSG:ANAT		
WIKIDATA:Q11053		
CIO:0000028		
CL:has_high_plasma_membrane_amount		
CHEBI:78299		
dcid:MarineDenseFogEvent		
RO:0004022		
RO:0004029		
faldo:begin		
UBERON:anteriorly_connected_to		
NCBITaxon:2662825		
RO:0002177		
STY:T169		
STY:T028		
FMA:direct_cell_shape_of		
CHEBI:24432		
owl:annotatedTarget		
STY:T072		
SNOMED:has_dose_form_intended_site		
FMA:developmental_stage_of		
SNOMED:has_unit_of_presentation		
NCIT-OBO:C142749		
WIKIDATA:Q4915012		
SO:0000110		
UBERON_CORE:filtered_through		
LOINC:has_object_guidance		
SEMMEDDB:USES		
gpi:DB_Object_Type		
RO:0002087		
pav:providedBy		
NCIT:disease_may_have_associated_disease		
UBERON_CORE:conduit_for		
FMA:surrounded_by		
NCIT:R130		
BFO:0000001		
dcid:RNATranscript		
FMA:drains_into		
STY:T103		
oboInOwl:hasRelatedSynonym		
NCIT:R100		
UBERON:in_central_side_of		
FMA:has_related_developmental_entity		
orphanet:317348		
RO:0002372		
CHEBI:23888		
WIKIDATA_PROPERTY:P527		
bioschemas:Taxon		
RO:0002572		
RO:0002435		
UBERON:existence_starts_and_ends_during		
RO:0002496		
SIO:010081		
STY:T078		
STY:T061		
fabio:Preprint		
PR:has_gene_template		
SNOMED:has_concentration_strength_denominator_unit		
FMA:matures_into		
ENVO:01001307		
NCIT:is_qualified_by		
gff3:end		
NCIT:C20401		
RXNORM:part_of		
NCIT:R49		
dcid:MeSHTerm		
NCIT:R165		
SEMMEDDB:PROCESS_OF		
UBERON:site_of		
STY:T191		
EFO:0006351		
NCIT:C19151		
NCIT:R170		
SO:0002054		
SNOMED:has_property		
FMA:connected_to		
SEMMEDDB:higher_than		
LOINC:member_of		
RO:0001000		
OBI:0000175		
RO:0002506		
SIO:000153		
RO:0002511		
NBO-PROPERTY:by_means		
UBERON:in_innermost_side_of		
CHEBI:59999		
SNOMED:has_finding_informer		
LOINC:has_imaged_location		
XPO:00000000		
NCIT:C45822		
CTD:affects_binding		
NCIT:R37		
time		
FMA:transforms_into		
SIO:000983		
MESH		
BSPO:0000122		
STY:T053		
BSPO:0000120		
SIO:010285		
STY:T129		
SNOMEDCT:32485007		
WIKIDATA_PROPERTY:P2175		
NCIT:genetic_biomarker_related_to		
STY:T038		
FMA:derives		
PR:lacks_part		
BSPO:0000102		
UMLSSG:ACTI		
RO:0002380		
STY:T050		
WIKIDATA:Q7243183		
BSPO:0000110		
DRUGBANK:external-identifier		
RO:0002083		
SNOMED:has_procedure_morphology		
WIKIDATA_PROPERTY:P225		
WIKIDATA_PROPERTY:P2176		
RO:0002230		
AGRKB:symbol		
UBERON:sexually_homologous_to		
UBERON_CORE:site_of		
NCIT:chemical_or_drug_has_physiologic_effect		
STY:T037		
CTD:increases_response_to		
EFO:is_executed_in		
STY:T095		
LOINC:analyzes		
FMA:location_of		
RO:0000056		
STY:T098		
ExO:0000055		
dcid:GenomeAssemblyUnit		
RO:0002353		
FMA:fusion_of		
STATO:0000030		
STY:T092		
skos:closeMatch		
MONDO:disease_causes_feature		
RO:0002295		
REPODB:clinically_tested_suspended_phase_1		
OBAN:association_has_object_property		
VANDF:ingredient_of		
SO:0001483		
FMA:attaches_to		
RO:0002264		
STY:T115		
SNOMED:has_count_of_base_of_active_ingredient		
rdf:Statement		
NCIT:R166		
SEMMEDDB:PRODUCES		
XCO:0000000		
UMLS:has_owning_affiliate		
dcid:GenomeAnnotation		
GENO:0000897		
issn		
RO:0002599		
gff3:start		
STY:T051		
CTD:negative_correlation		
SNOMED:has_component		
NCIT:A14		
RO:HOM0000017		
NCIT:C54680		
UMLS:owning_subsection_of		
WIKIDATA:Q8054		
gpi:DB_Object_Synonyms		
FMA:projects_from		
NCBITaxon:1869227		
PR:000000001		
SNOMED:has_concentration_strength_numerator_value		
BSPO:0001113		
FMA:tributary_of		
RO:0002134		
orphanet:465410		
RO:0002003		
WIKIDATA_PROPERTY:P2888		
SNOMED:has_presentation_strength_numerator_unit		
STY:T196		
UMLS:related_to		
OBI:0000293		
orphanet:317343		
SNOMED:inheres_in		
FMA:lymphatic_drainage_of		
AGRKB:primaryId		
UBERON_CORE:extends_fibers_into		
SNOMED:has_procedure_context		
WIKIDATA:Q35120		
NCIT:R36		
STY:T066		
OMIT:0015545		
STY:T020		
GO:0005623		
WIKIDATA:Q3140971		
IAO:0000013		
dct:creator		
FMA:receives_projection		
STY:T064		
RO:0002351		
NCIT:R52		
LOINC:has_view_type		
UMLS:has_component		
FMA:regional_part_of		
OBAN:association_has_predicate		
OBI:1110122		
STY:T065		
FMA:projects_to		
LOINC:has_subject		
SIO:000008		
SNOMED:has_presentation_strength_denominator_unit		
STY:T114		
WIKIDATA:Q12140		
NCIT-OBO:C41203		
UBERON_CORE:sexually_homologous_to		
SEMMEDDB:ASSOCIATED_WITH		
FMA:venous_drainage_of		
gff3:ID		
LOINC:has_aggregation_view		
RO:0002007		
MONDO:disease_has_location		
STY:T203		
FMA:fuses_with		
NCIT:C25499		
FMA:anterior_to		
WIKIDATA:Q169872		
SIO:001390		
FMA:has_origin		
dct:Agent		
SNOMED:has_clinical_course		
PHAROS:drug_targets		
NCIT:is_molecular_abnormality_of_disease		
NCIT:C16977		
STY:T017		
NCIT:process_involves_gene		
SNOMED:component_of		
SIO:001398		
SNOMED:has_disposition		
UMLS:SY		
REPODB:clinically_tested_terminated_phase_1		
dcid:LakeEffectSnowEvent		
IDO:0000664		
NCIT:R131		
SNOMED:has_specimen		
FMA:receives_input_from		
STY:T130		
LOINC:has_suffix		
skos:broadMatch		
SIO:000993		
RO:0002607		
isbn		
RO:0012003		
LOINC:class_of		
STY:T127		
MONDO:0042489		
RO:0002432		
SEMMEDDB:AFFECTS		
dcat:Distribution		
FMA:has_primary_segmental_supply		
RXNORM:has_quantified_form		
WIKIDATA_PROPERTY:P98		
SNOMED:has_scale_type		
FMA:anterosuperior_to		
GO:0005575		
SNOMED:specimen_procedure_of		
WIKIDATA_PROPERTY:P1542		
dcid:ProteinProteinInteraction		
UBERON:conduit_for		
RO:0002489		
SIO:001061		
dcid:Dataset		
RO:0002436		
RO:0002410		
MONDO:disease_shares_features_of		
SNOMED:has_inherent_attribute		
REPODB:clinically_tested_withdrawn_phase_0		
NCIT:role_has_range		
RO:0002207		
STY:T044		
MESH:isa		
PATO:correlates_with		
RO:0002090		
SNOMED:plays_role		
WIKIDATA_PROPERTY:P577		
SEMMEDDB:PREVENTS		
NCIT:R173		
RO:0002608		
REPODB:clinically_tested_withdrawn_phase_1_or_phase_2		
WIKIDATA_PROPERTY:P2283		
STY:T111		
HP:0031797		
RXNORM:has_tradename		
NCIT:R172		
UBERON_CORE:posteriorly_connected_to		
SO:0001629		
FMA:has_projection		
skos:relatedMatch		
GO:0007165		
dct:createdOn		
WIKIDATA:Q16521		
CL:has_low_plasma_membrane_amount		
NCIT:R175		
NCIT:gene_mapped_to_disease		
RO:0002328		
SNOMED:inherent_location_of		
dcid:ThunderstormWindEvent		
PathWhiz:has_protein_in_complex		
STY:T026		
STY:T062		
REPODB:clinically_tested_suspended_phase_2		
orphanet:317346		
SNOMED:has_units		
SNOMED:has_specimen_source_topography		
FMA:62955		
UBERON_CORE:channel_for		
RO:0002509		
owl:versionInfo		
STY:T040		
CHEMBL.MECHANISM:overlaps_with		
UBERON_NONAMESPACE:distally_connected_to		
SNOMED:has_surgical_approach		
WIKIDATA_PROPERTY:P1476		
SO:0000276		
STY:T121		
SNOMEDCT:47429007		
UBERON_CORE:synapsed_by		
UMLSSG:PROC		
SNOMED:has_occurrence		
WIKIDATA:Q7187		
NCIT:allele_has_abnormality		
BSPO:0015003		
RO:0002102		
SNOMED:causative_agent_of		
DGIdb:binder		
UBERON:protects		
VMC:Allele		
oboInOwl:hasDbXref		
MONDO:disease_responds_to		
SIO:010056		
FMA:development_type_of		
FMA:develops_into		
FMA:arterial_supply_of		
WIKIDATA_PROPERTY:P279		
GOREL:0001006		
STY:T171		
SNOMED:has_presentation_strength_denominator_value		
BTO:related_to		
RO:0001019		
MONDO:predisposes_towards		
RO:0000052		
RO:0002387		
GO:0007610		
SIO:010082		
RO:0002255		
prov:Activity		
MPATH:0		
SNOMED:has_temporal_context		
SIO:001257		
dcid:BiologicalSpecies		
orphanet:317349		
FMA:merges_with		
REPODB:clinically_tested_terminated_phase_3		
FMA:has_segmental_supply		
FMA:sends_output_to		
dcid:MarineThunderstormWindEvent		
dcid:MedicalProcedure		
IAO:0000142		
SIO:000994		
WIKIDATA_PROPERTY:P1433		
FBcv:0001347		
RO:0002221		
bioschemas:gene		
MESH:RO		
BSPO:0000099		
gff3:Name		
LOINC:has_time_modifier		
gpi:DB_Object_Symbol		
FMA:contains		
STY:T085		
WIKIDATA_PROPERTY:P2701		
dcid:Chromosome		
SNOMED:has_finding_site		
SIO:000984		
DRUGBANK:category		
NCIT:R40		
FMA:corresponds_to		
OBI:0001927		
WIKIDATA:Q39893449		
FMA:has_developmental_stage		
FMA:forms		
SEMMEDDB:ISA		
UBERON:posteriorly_connected_to		
NCIT:R42		
NCIT:R101		
RO:0000086		
MEDDRA:has_member		
SNOMED:temporally_related_to		
GOREL:0000040		
NBO-PROPERTY:is_about		
RO:0002342		
WIKIDATA:Q25203551		
FMA:homonym_of		
RO:0002206		
dctypes:Dataset		
GOREL:0012006		
STY:T032		
GENO:0000536		
SIO:010000		
SNOMED:has_route_of_administration		
RO:0004033		
NDDF:has_ingredient		
UBERON_CORE:trunk_part_of		
GENO:0000141		
FMA:primary_segmental_supply_of		
MESH:inverse_isa		
STY:T023		
FMA:superomedial_to		
PATO:0000085		
RO:0003303		
UBERON_CORE:transitively_connected_to		
BSPO:parallel_to		
SNOMED:has_direct_site		
UMLS:has_supported_concept_relationship		
RXNORM:contained_in		
WBbt:0000100		
PATO:0001894		
RO:0002092		
SIO:000203		
RO:0004034		
MPATH:603		
FMA:has_fusion		
UPHENO:0001001		
RO:0002226		
NCIT:disease_has_molecular_abnormality		
RO:0002412		
SIO:000302		
NCIT:R102		
BSPO:0000123		
NCIT:C63536		
LOINC:has_scale		
LOINC:has_timing_of		
dct:publisher		
STY:T063		
NCIT:R145		
UMLS:has_structural_class		
FMA:branch_of		
SIO:010497		
NCIT:C16798		
WIKIDATA:Q203221		
NCIT:Anatomic_Structure_Has_Location_Role		
WIKIDATA:Q39893967		
RO:0002354		
CHEMBL.MECHANISM:chelating_agent		
WIKIDATA:Q7020		
RO:0002349		
NCIT:R29		
SIO:001235		
STY:T069		
UBERON:0000105		
STY:T059		
dcid:MarineLighteningEvent		
NCIT:C2991		
SNOMED:has_specimen_source_identity		
ECTO:9000000		
BSPO:0000113		
model_organism_database		
STY:T087		
MESH:has_mapping_qualifier		
dcid:Thing		
NCIT:complex_has_physical_part		
DDANAT:develops_from		
STY:T125		
STY:T070		
RO:HOM0000018		
fabio:article		
GOREL:0001004		
WIKIDATA:Q22325163		
BSPO:0005001		
MEDDRA:classified_as		
STY:T039		
UBERON_CORE:protects		
skos:exactMatch		
RO:0002492		
PATO:0020000		
STY:T031		
FMA:direct_left_of		
SNOMED:has_process_output		
FMA:efferent_to		
RO:0002376		
NCIT:process_initiates_biological_process		
fabio:JournalArticle		
SNOMED:has_pathological_process		
FMA:posterolateral_to		
SO:0000673		
WIKIDATA_PROPERTY:P478		
GOREL:0001010		
RO:0002248		
RXNORM:has_doseformgroup		
FMA:anteromedial_to		
CPT:panel_element_of_possibly_included		
GENO:0000871		
REPODB:clinically_tested_terminated_phase_1_or_phase_2		
BSPO:0001101		
RO:0009001		
LOINC:has_challenge		
DOID-PROPERTY:has_symptom		
MP:0000001		
SIO:001066		
STY:T048		
STY:T074		
DOID:4		
gpi:DB_Object_ID		
UBERON:filtered_through		
FMA:bounds		
RO:0002002		
STY:T082		
RO:0002322		
FMA:has_continuation_branch		
SIO:010043		
UMLS:has_mapping_qualifier		
CHEBI:25212		
STY:T126		
NCIT:C26548		
RO:0001015		
dcid:TropicalDepressionEvent		
SIO:010080		
NCIT:A16		
GO:0008150		
PathWhiz:has_location		
SO:0001583		
PathWhiz:has_enzyme		
NCBITaxon		
FMA:superior_to		
SNOMED:focus_of		
OBAN:association_has_subject_property		
STY:T030		
BSPO:0000108		
RO:0002297		
WIKIDATA_PROPERTY:P433		
VANDF:isa		
STY:T067		
PO:0000003		
WIKIDATA:Q104053		
BFO:0000055		
RXNORM:constitutes		
RO:0003307		
RO:0002084		
WIKIDATA:Q417841		
UMLSSG:DISO		
WIKIDATA:Q12136		
DRUGBANK:target		
MESH:D002477		
FMA:surrounds		
STY:T093		
PCO:0000001		
SEMMEDDB:same_as		
RO:0002373		
HANCESTRO:0308		
SNOMED:has_associated_morphology		
SEMMEDDB:DISRUPTS		
NCIT:R171		
RO:0002339		
HANCESTRO:0301		
NCIT:has_data_element		
STY:T052		
FMA:posterior_to		
UBERON:in_outermost_side_of		
STY:T083		
WIKIDATA_PROPERTY:P1056		
GENO:0000133		
DOID-PROPERTY:derives_from		
SNOMED:has_access		
AGRKB:soTermId		
BFO:0000067		
SNOMED:has_procedure_device		
RO:0004007		
RO:0002131		
RO:0002325		
RO:0002224		
SNOMED:has_priority		
WIKIDATA_PROPERTY:P304		
NCIT:C14225		
RO:0004020		
STY:T077		
CL:lacks_part		
bioschemas:MolecularEntity		
BSPO:0000096		
SNOMED:2949005		
OBI:0000047		
RO:0002494		
CHEBI:64047		
STY:T033		
EFO:0001444		
RO:0002451		
RO:0002263		
RO:0002495		
STY:T073		
GENO:0000907		
NCIT:R146		
HP:0000005		
NCIT:R156		
CTD:affects_response_to		
WIKIDATA:Q333291		
INO:0000154		
RO:0002448		
PathWhiz:has_element_in_bound		
SIO:010450		
SNOMED:during		
gff3:Description		
RXNORM:has_ingredient		
dcid:StormEvent		
owl:equivalentClass		
NCIT:R113		
NCIT:C44185		
dcid:Drug		
RO:0002524		
STY:T124		
WIKIDATA_PROPERTY:P854		
gff3:type		
RO:0002576		
FMA:develops_from		
qud:unit		
NCIT:R53		
BSPO:0000121		
FMA:receives_attachment_from		
SNOMED:has_revision_status		
FMA:has_adherent		
STY:T123		
NCIT:C14258		
STY:T116		
BSPO:0015006		
SNOMED:basis_of_strength_substance_of		
NCIT:C79659		
OBI:0000299		
NCIT:allele_has_activity		
RXNORM:ingredient_of		
PathWhiz:has_nucleic_acid		
RO:0002332		
WIKIDATA_PROPERTY:P1557		
STY:T047		
SIO:001397		
SO:0001026		
AGRKB:synonyms		
NCIT:role_has_domain		
GENO:0000504		
BFO:0000051		
SNOMED:has_procedure_site		
NCBITaxon:1670606		
SNOMED:active_ingredient_of		
NCIT:disease_is_marked_by_gene		
SIO:001262		
RO:0002578		
RO:0002215		
CPT:has_possibly_included_panel_element		
FMA:superolateral_to		
PathWhiz:has_protein		
owl:topObjectProperty		
cio		
STY:T060		
SIO:001079		
gff3:Alias		
RO:0004028		
RO:0002180		
VMC:Haplotype		
UBERON_CORE:channels_into		
SNOMED:part_anatomy_structure_of		
OBI:0000295		
orphanet:327767		
RO:0004027		
RO:0002104		
STY:T071		
OMIM:has_manifestation		
UBERON:0010000		
NCIT:R178		
RO:0002200		
CLO:0000031		
skos:altLabel		
FMA:has_venous_drainage		
UMLS:has_physiologic_effect		
UBERGRAPH:is_decrease_of		
NCIT:biological_process_has_result_biological_process		
NCBITaxon:10239		
FMA:formed_by		
SEMMEDDB:TREATS		
WIKIDATA_PROPERTY:P129		
NBO-PROPERTY:has_participant		
FBbt:10000000		
DGIdb:cofactor		
MONDO:0000001		
UMLS:has_context_binding		
SNOMED:has_laterality		
RXNORM:has_dose_form		
RO:0003000		
FMA:origin_of		
wgs:lat		
FMA:lateral_to		
RO:0002299		
BFO:0000063		
RO:0002503		
NCIT:is_related_to_endogenous_product		
STY:T075		
UBERON_CORE:anteriorly_connected_to		
dcid:StormSurgeTideEvent		
UBERON_CORE:indirectly_supplies		
UBERON:indirectly_supplies		
NCIT:C20130		
GENO:0000840		
NDDF:has_dose_form		
CHEBI:51086		
SNOMED:uses_device		
NCIT:A3		
UPHENO:0000001		
STY:T080		
FMA:direct_right_of		
RO:0002249		
UBERON:0001062		
DRUGBANK:treats		
SNOMED:direct_substance_of		
NCIT:R51		
IAO:0000136		
UBERON:anastomoses_with		
RO:0002216		
