node_name	description	node_type
PHAROS:drug_targets		
RO:0002325		
MONDO:disease_has_location		
NCIT:R168		
RO:0002177		
FMA:has_insertion		
FMA:external_to		
FMA:fuses_with		
REPODB:clinically_tested_withdrawn_phase_2_or_phase_3		
NBO-PROPERTY:is_about		
RO:0004025		
RO:0002220		
FMA:has_development_type		
SEMMEDDB:DISRUPTS		
STY:T011		
FYPO:0000001		
WBbt:0000100		
CTD:decreases_response_to		
NCIT:has_pharmaceutical_intended_site		
CHEMBL.MECHANISM:equivalent_to		
SIO:010450		
UBERGRAPH:is_decrease_of		
FMA:has_continuation_branch		
SNOMED:inherent_location_of		
SNOMED:part_anatomy_structure_of		
FMA:full_grown_phenotype_of		
owl:annotatedProperty		
SIO:000153		
STY:T079		
FMA:regional_part_of		
UO-PROPERTY:is_unit_of		
RO:0001001		
STY:T086		
OMIT:0008565		
WIKIDATA:P681		
SNOMED:has_procedure_device		
NCIT:C79659		
STY:T184		
bioschemas:ChemicalSubstance		
NCIT:C37933		
PathWhiz:has_reaction		
gpi:DB_Object_Type		
dcid:GenomeAnnotation		
BSPO:0015002		
WBPhenotype:0000886		
UBERON_CORE:transitively_distally_connected_to		
RO:0002332		
STY:T169		
GENO:0000382		
qud:Unit		
RO:0002007		
RO:0002176		
ExO:0000001		
STY:T200		
STY:T109		
dcid:GeologicalEvent		
SNOMED:has_measurement_method		
FMA:direct_cell_shape_of		
PO:0000003		
NCIT:R150		
RO:0002588		
OBI:0000293		
SNOMED:has_direct_procedure_site		
REPODB:clinically_tested_approved_unknown_phase		
SIO:010001		
LOINC:has_divisor		
NCIT:R108		
STY:T058		
SIO:010035		
bioschemas:MolecularEntity		
SEPIO:0000187		
NCIT:R169		
STY:T002		
RXNORM:has_tradename		
CTD:affects_binding		
WIKIDATA:Q427626		
OMIM:manifestation_of		
UBERON:in_innermost_side_of		
qud:unit		
NCIT-OBO:C41203		
GO:0005623		
DOID-PROPERTY:has_symptom		
UMLSSG:OBJC		
EFO:0001444		
CL:has_completed		
dct:contributor		
WIKIDATA:Q5058355		
AGRKB:synonyms		
CTD:decreases_response_to_substance		
STY:T031		
SNOMED:has_precondition		
dcid:ThunderstormWindEvent		
NBO-PROPERTY:in_response_to		
MONDO:disease_responds_to		
NCIT:R46		
STY:T045		
IDO:0000664		
WIKIDATA:Q1980247		
INO:0000154		
RXNORM:has_doseformgroup		
STY:T098		
DRUGBANK:treats		
FMA:germ_origin_of		
SNOMED:component_of		
NCIT:ctcae_5_parent_of		
RO:0002568		
LOINC:has_count		
RO:0002255		
STY:T191		
oboInOwl:hasDbXref		
MEDDRA:member_of		
NCIT:qualifier_applies_to		
MEDDRA:has_member		
EDAM-DATA:1669		
NCIT:R42		
RO:0002087		
RO:0004019		
time		
SEMMEDDB:LOCATION_OF		
SO:similar_to		
RO:HOM0000017		
RO:0001000		
rdfs:subClassOf		
RO:0002248		
dcid:Gene		
CPT:mapped_to		
RO:0002003		
dcid:IceStoremEvent		
STY:T054		
REPODB:clinically_tested_terminated_phase_2		
RO:0002351		
OBI:1110122		
dcid:LakeEffectSnowEvent		
RO:0004009		
CL:lacks_plasma_membrane_part		
SIO:001257		
OBI:0000299		
NCIT:complex_has_physical_part		
UBERON_CORE:trunk_part_of		
WIKIDATA:P2888		
RO:0002343		
STY:T075		
EFO:0000784		
WIKIDATA:Q4936952		
BFO:0000019		
REPODB:clinically_tested_suspended_phase_3		
STY:T097		
LOINC:has_imaged_location		
RO:0002352		
SNOMED:has_clinical_course		
owl:Class		
WIKIDATA_PROPERTY:P361		
RO:0002092		
FMA:has_segmental_supply		
SIO:000367		
SIO:000614		
NCIT:C19151		
OMIT:0015545		
DRUGBANK:drug-interaction		
cio		
NCIT:R47		
NCIT:has_data_element		
LOINC:has_parent_group		
FMA:has_nerve_supply		
WIKIDATA:Q25203551		
FMA:posteroinferior_to		
CTD:negative_correlation		
STY:T115		
SO:0000655		
RO:0002432		
gff3:strand		
SNOMEDCT:47429007		
SEMMEDDB:MEASURES		
RO:0002494		
UMLS:RQ		
prov:Agent		
MI:2044		
UBERON:channels_from		
NCIT:R170		
UBERON_CORE:site_of		
SO:0005836		
DGIdb:affects		
RO:0002229		
RO:0004028		
ECTO:0000509		
SNOMED:has_definitional_manifestation		
HANCESTRO:0308		
RO:0002497		
RO:0002206		
STY:T005		
BSPO:0015101		
WIKIDATA:P682		
FMA:projects_from		
FMA:arterial_supply_of		
CHEMBL.MECHANISM:overlaps_with		
dcid:LandslideEvent		
faldo:end		
PathWhiz:has_element_in_bound		
STY:T094		
NCBITaxon:9606		
STY:T053		
RO:0012003		
SEMMEDDB:CONVERTS_TO		
WIKIDATA:Q79529		
CPT:has_possibly_included_panel_element		
RO:HOM0000000		
SIO:001331		
SNOMED:has_indirect_device		
NCIT:C12219		
UMLS:has_supported_concept_relationship		
UMLS:mapped_to		
IAO:0000030		
MESH:D002477		
IAO:0000311		
MESH:isa		
UBERON_CORE:in_innermost_side_of		
NCBITaxon:2662825		
UBERON:channels_into		
SNOMED:has_process_duration		
RO:0002385		
CL:has_not_completed		
DOID-PROPERTY:derives_from		
HMDB:disease		
CHEMBL.MECHANISM:substrate		
BFO:0000001		
FMA:posterior_to		
UBERON_CORE:conduit_for		
STY:T072		
BSPO:0001115		
EFO:0009708		
CHEBI:24432		
CPT:panel_element_of_possibly_included		
STY:T074		
DRUGBANK:target		
WIKIDATA:Q902638		
PW:0000001		
SIO:001400		
BSPO:0015202		
NCIT:has_pharmaceutical_state_of_matter		
WIKIDATA_PROPERTY:P1476		
FMA:posterolateral_to		
STY:T092		
RO:0003304		
RO:0002231		
FMA:adheres_to		
STY:T085		
UBERON_CORE:proximally_connected_to		
UBERON:site_of		
FMA:has_part		
FMA:transforms_from		
HMDB:in_biospecimen		
RO:0002223		
SNOMED:has_procedure_morphology		
GENO:0000840		
NCBITaxon:1869227		
REPODB:clinically_tested_terminated_phase_1_or_phase_2		
FMA:lateral_to		
SNOMEDCT:123037004		
RO:0002607		
HANCESTRO:0330		
NCIT:C63536		
STY:T064		
BFO:0000062		
SNOMED:has_surgical_approach		
RO:0002328		
orphanet:410295		
BSPO:0000096		
RO:0002178		
STY:T066		
SIO:010082		
WIKIDATA:Q3238407		
STY:T065		
RO:0002084		
STY:T131		
gff3:Name		
pav:retrievedOn		
STY:T015		
FMA:articulates_with		
STY:T118		
STATO:0000030		
GO:0008150		
STY:T116		
STY:T048		
LOINC:component_of		
STY:T093		
RO:0002344		
RXNORM:has_form		
FMA:surrounds		
FMA:has_germ_origin		
UBERON_CORE:in_central_side_of		
RXNORM:has_part		
UMLS:may_be_qualified_by		
LOINC:has_challenge		
CHEBI:51086		
OGMS:0000090		
FOODON:00002420		
LOINC:mth_has_expanded_form		
WIKIDATA:P3433		
STY:T080		
NCIT:C172573		
CHEBI:is_tautomer_of		
FMA:member_of		
MESH:mapped_to		
UMLSSG:LIVB		
RXNORM:has_quantified_form		
RO:0000053		
ZFA:0100000		
FMA:development_type_of		
NCIT:biological_process_has_result_biological_process		
IAO:0000039		
SNOMED:occurs_in		
RO:0001018		
RO:0002102		
STY:T042		
RO:0002493		
RO:0002104		
RO:0004032		
orphanet:317348		
BSPO:0001100		
NCIT:C26548		
WIKIDATA_PROPERTY:P156		
WIKIDATA_PROPERTY:P478		
WIKIDATA:Q28845870		
FMA:nerve_supply_of		
RO:0002353		
FOODON:03411261		
NCIT:gene_product_has_chemical_classification		
RO:0002219		
ExO:0000000		
NCIT:R156		
NCIT:R27		
dct:format		
PathWhiz:has_right_element		
FMA:has_related_developmental_entity		
FOODON:03315605		
SNOMED:has_recipient_category		
owl:annotatedSource		
NCIT:C142192		
VMC:Allele		
STY:T083		
UBERON_CORE:indirectly_supplies		
owl:topObjectProperty		
foaf:Person		
MPATH:603		
SEMMEDDB:USES		
FMA:anterior_to		
VANDF:inverse_isa		
orphanet:465410		
LOINC:has_subject		
LOINC:multipart_of		
RO:0002082		
dct:publisher		
UMLSSG:DEVI		
RO:0002451		
STY:T046		
UBERON:synapsed_by		
SNOMED:has_time_aspect		
FMA:has_inherent_3d_shape		
FMA:right_lateral_to		
RO:0002225		
RO:0002507		
OBAN:association_has_subject		
FMA:inherent_3d_shape_of		
SIO:000983		
NCIT:disease_has_molecular_abnormality		
WIKIDATA_PROPERTY:P684		
WIKIDATA:Q15304597		
RO:0009001		
RO:0002576		
SO:0000673		
WIKIDATA:Q66088480		
NCIT:R40		
STY:T016		
dcid:Chromosome		
WIKIDATA:Q39893967		
BSPO:0015001		
CARO:0000000		
BFO:0000066		
FMA:contained_in		
UBERON:subdivision_of		
MONDO:equivalentTo		
RO:0002354		
RO:0002162		
WIKIDATA_PROPERTY:P123		
UBERON:sexually_homologous_to		
RO:0002215		
NCIT:C14258		
RO:0002496		
SNOMED:has_concentration_strength_denominator_unit		
FMA:related_developmental_entity_of		
dct:Agent		
SEMMEDDB:higher_than		
STY:T029		
IAO:0000100		
FMA:has_primary_segmental_supply		
SO:0000104		
SIO:010277		
GOREL:0002005		
RO:0003000		
EFO:is_executed_in		
CHEBI:is_enantiomer_of		
RO:HOM0000001		
MESH:inverse_isa		
FMA:left_lateral_to		
RO:0003301		
REPODB:clinically_tested_terminated_phase_0		
LOINC:has_method		
pav:providedBy		
RXNORM:part_of		
RO:HOM0000011		
UBERON:protects		
STY:T025		
NCIT:R51		
RO:0002002		
RO:0003307		
SIO:000006		
SNOMED:has_count_of_base_of_active_ingredient		
SNOMED:has_direct_device		
SNOMED:has_property		
NCIT:R158		
MONDO:disease_triggers		
LOINC:has_action_guidance		
NCIT:cdrh_parent_of		
STY:T096		
NCIT:C16977		
RXNORM:isa		
NCIT:is_abnormal_cell_of_disease		
isbn		
RO:0002314		
skos:closeMatch		
UBERON:channel_for		
RO:0002551		
FMA:drains_into		
MONDO:disease_has_basis_in_development_of		
SNOMED:has_scale_type		
HP:0003674		
RO:0002571		
dct:abstract		
RO:0002355		
CHEBI:has_parent_hydride		
FMA:contains		
LOINC:has_exam		
STY:T062		
RO:0004008		
NCIT:R38		
dcid:DiseaseGeneAssociation		
RO:0002374		
GENO:0000907		
SO:has_origin		
RO:0000056		
NCIT:gene_encodes_gene_product		
SIO:010080		
FMA:derives_from		
LOINC:has_pharmaceutical_route		
CHEMBL.MECHANISM:superset_of		
SNOMEDCT:49616005		
LOINC:MTHU019741		
LOINC:has_system		
SO:0000235		
BSPO:parallel_to		
RO:0002433		
WIKIDATA_PROPERTY:P527		
FMA:efferent_to		
FMA:connection_type_of		
ECO:0000000		
SIO:010046		
UBERON_CORE:transitively_anteriorly_connected_to		
LOINC:measured_by		
SEPIO:0000004		
RO:0002234		
STY:T073		
UPHENO:0001001		
FMA:continuation_branch_of		
FMA:lymphatic_drainage_of		
RO:0002131		
RO:0002492		
RO:0004022		
RO:0002435		
LOINC:has_object_guidance		
WIKIDATA_PROPERTY:P276		
NCIT:C16798		
BFO:0000051		
bioschemas:Taxon		
SNOMED:has_dependent		
RO:0002610		
STY:T121		
WIKIDATA		
RO:0002489		
dct:rights		
MESH		
RO:0002387		
LOINC:has_member		
FMA:has_segmental_composition		
UMLSSG:ACTI		
WIKIDATA:Q181394		
WIKIDATA:Q1303415		
NCIT:R176		
RO:0002256		
RO:0002230		
CPT:has_add_on_code		
NCIT:R165		
PATO:reciprocal_of		
SO:0001819		
LOINC:has_approach_guidance		
FMA:fusion_of		
FMA:tributary_of		
STY:T010		
UBERGRAPH:is_increase_of		
LOINC:has_scale		
FMA:sends_output_to		
LOINC:has_fragments_for_synonyms		
HMDB:at_tissue		
REPODB:clinically_tested_suspended_phase_1		
GO:isa		
NCIT:R167		
PathWhiz:has_compound		
WIKIDATA:Q16521		
SIO:001079		
foaf:topic		
SEMMEDDB:PRODUCES		
SNOMED:has_access		
PathWhiz:has_location		
RO:0002285		
SNOMED:has_procedure_context		
BSPO:0001101		
RXNORM:contained_in		
STY:T201		
SNOMED:has_inherent_location		
CHEMBL.MECHANISM:sequestering_agent		
FMA:posteromedial_to		
UMLS:C1514562		
XAO:0000000		
RO:0002356		
gff3:Dbxref		
FMA:matures_into		
SIO:000628		
SEMMEDDB:CAUSES		
FMA:transforms_into		
STY:T111		
NCIT:has_pharmaceutical_administration_method		
IAO:0000142		
NCBITaxon:40674		
SNOMED:has_temporal_context		
STY:T123		
skos:exactMatch		
RO:0002512		
BSPO:0001113		
STY:T170		
STY:T040		
dct:license		
CHEMBL.MECHANISM:binding_agent		
UBERON:in_outermost_side_of		
STY:T129		
CTD:marker_mechanism		
CPT:panel_element_of		
BSPO:0000113		
NCIT:C13379		
RO:0002160		
STY:T007		
dcid:DiseaseSymptomAssociation		
STY:T057		
CHEBI:23367		
GENO:0000504		
NCIT:R146		
MA:0000001		
NCIT:C19291		
fabio:WebPage		
PathWhiz:has_protein_in_complex		
qud:quantityValue		
SO:0001024		
OBAN:association_has_predicate		
MESH_PUB		
SO:0000147		
dcid:ProteinProteinInteraction		
dcid:MarineLighteningEvent		
FMA:develops_into		
FMA:forms		
UBERON:filtered_through		
WIKIDATA_PROPERTY:P225		
IAO:0000115		
double		
WIKIDATA:Q2278983		
CHEMBL.MECHANISM:oxidative_enzyme		
WIKIDATA_PROPERTY:P274		
SIO:010081		
NCIT:C2991		
BFO:0000056		
NCIT:C19984		
SIO:010043		
WIKIDATA_PROPERTY:P433		
SNOMED:has_concentration_strength_numerator_value		
MP:0000001		
STY:T130		
RO:0000052		
UMLS:class_code_classified_by		
NCIT:R166		
FMA:inferior_to		
REPODB:clinically_tested_withdrawn_phase_2		
UMLSSG:PHEN		
SNOMED:temporally_related_to		
RO:0002249		
dcid:WinterStoremEvent		
FMA:continuous_with		
RO:0003303		
SNOMED:has_revision_status		
NCIT:A16		
SIO:010526		
SIO:001262		
WIKIDATA:Q7020		
NCBITaxon:7742		
NCIT:R39		
UMLS:RB		
OBAN:association_has_object		
SO:0001589		
SEMMEDDB:lower_than		
HANCESTRO:0301		
UBERON_NONAMESPACE:connected_to		
STY:T061		
SNOMED:has_technique		
WIKIDATA:Q795052		
dcid:Allele		
CIO:0000028		
SNOMED:has_presentation_strength_numerator_value		
FOODON:00001301		
UBERON:0000105		
RO:0002348		
dcat:Distribution		
GENO:0000133		
SIO:000203		
NCIT:R131		
BSPO:0000125		
STY:T043		
HMDB:has_protein_association		
dct:isVersionOf		
WIKIDATA:Q12140		
SNOMED:has_direct_site		
FMA:internal_to		
GENEPIO:0001739		
LOINC:has_component		
CLO:0000031		
RO:0002233		
MESH:D010641		
dct:creator		
FMA:secondary_segmental_supply_of		
UMLSSG:ANAT		
BSPO:0015014		
WIKIDATA_PROPERTY:P50		
UMLS:C4021819		
WBVocab:Gene-Phenotype-Association		
RO:0002495		
NCIT:R25		
SNOMED:has_concentration_strength_numerator_unit		
GENO:0000871		
WIKIDATA:Q22325163		
NCIT:has_pharmaceutical_release_characteristics		
STY:T101		
SIO:010000		
LOINC:has_time_modifier		
BSPO:0000108		
ExO:0000055		
CTD:inferred		
RO:0002500		
gpi:DB_Object_Symbol		
RO:0002297		
BSPO:0000110		
SNOMED:direct_substance_of		
WIKIDATA:Q424689		
UMLSSG:DISO		
FMA:right_medial_to		
MONDO:0000001		
SNOMED:uses_device		
STY:T055		
REPODB:clinically_tested_withdrawn_phase_1_or_phase_2		
orphanet:C017		
gpi:DB_Xrefs		
FMA:has_constitutional_part		
RO:0002448		
REPODB:clinically_tested_suspended_phase_2_or_phase_3		
RO:0002473		
STY:T004		
WIKIDATA:Q7187		
RO:0001022		
STY:T125		
NCBITaxon:10239		
FMA:receives_input_from		
UMLS:has_context_binding		
RO:0002295		
SEMMEDDB:PREDISPOSES		
PR:000000001		
NCIT:R37		
BSPO:0000098		
GO:0003674		
LOINC:has_answer		
NBO-PROPERTY:has_participant		
WIKIDATA_PROPERTY:P129		
NCIT:C20401		
WIKIDATA:Q373027		
RXNORM:consists_of		
FMA:posterosuperior_to		
NCIT:eo_disease_has_property_or_attribute		
UMLS:has_form		
FMA:superolateral_to		
STY:T103		
RO:0002093		
RO:0002373		
STY:T026		
SIO:001379		
NCIT:R53		
RO:0002350		
NCIT:C14209		
dcid:StormSurgeTideEvent		
NCIT:R145		
RO:0002296		
SNOMED:plays_role		
NCIT:C54680		
SIO:001061		
FMA:proximal_to		
fabio:Preprint		
BSPO:0015012		
WIKIDATA:Q35120		
orphanet:C016		
fabio		
STY:T192		
BFO:0000063		
RO:0004035		
UBERON:indirectly_supplies		
FMA:primary_segmental_supply_of		
fabio:JournalArticle		
WIKIDATA:Q3140971		
RO:0002216		
HsapDv:0000000		
RO:0002331		
SO:0000276		
ENVO:01001307		
RO:0002008		
RO:0002303		
OBAN:association		
BFO:0000003		
STY:T017		
FBbt:10000000		
FMA:related_part		
RO:0002578		
UBERON_CORE:synapsed_by		
SIO:010302		
CHEBI:is_conjugate_base_of		
dcid:MarineStrongWindEvent		
DRUGBANK:external-identifier		
NCIT:C42677		
UBERON_CORE:sexually_homologous_to		
gpi:DB_Object_ID		
SEMMEDDB:compared_with		
FMA:surrounded_by		
STY:T126		
APO:0000017		
SIO:010285		
HCPCS:mapped_to		
RO:0004034		
CHEBI:78299		
BSPO:0000126		
skos:relatedMatch		
SEMMEDDB:PREVENTS		
NCIT:C16956		
SNOMED:has_indirect_morphology		
SNOMED:has_finding_method		
STY:T020		
MONDO:disease_has_major_feature		
RO:0002299		
gpi:DB_Object_Synonyms		
UBERON_CORE:filtered_through		
RO:0002558		
os:LogicalInterpretation		
NCIT:has_pharmaceutical_basic_dose_form		
STY:T114		
UBERON:extends_fibers_into		
WIKIDATA:Q7243183		
UMLS:owning_section_of		
BSPO:0015003		
dcid:Dataset		
RO:0002200		
BFO:0000117		
CL:has_low_plasma_membrane_amount		
skos:broadMatch		
EMAPA:0		
owl:versionInfo		
STY:T037		
dcid:StormEvent		
HP:0000005		
REPODB:clinically_tested_terminated_phase_2_or_phase_3		
dct:issued		
UPHENO:0000001		
SIO:001390		
OBI:0000181		
FMA:segmental_composition_of		
RO:0002411		
NBO-PROPERTY:by_means		
SNOMED:has_dose_form_release_characteristic		
RO:0002159		
RO:0004021		
ENVO:02500000		
MONDO:part_of_progression_of_disease		
SNOMED:has_dose_form_transformation		
UBERON:0001062		
CTD:increases_response_to		
BSPO:0000099		
RXNORM:has_dose_form		
gpi:DB_Object_Name		
OBI:0000747		
RO:0004026		
RO:0002371		
CTD:prediction_hypothesis		
dcid:TornadoEvent		
XPO:00000000		
CHEBI:is_substituent_group_from		
FMA:has_projection		
FMA:62955		
UBERON_CORE:channels_into		
STY:T195		
UMLS:owning_subsection_of		
NCIT:has_salt_form		
PATO:0000001		
STY:T032		
WIKIDATA_PROPERTY:P2175		
RXNORM:precise_ingredient_of		
NCIT:R171		
SIO:000994		
RO:0002410		
STY:T051		
RO:0002327		
STY:T095		
SIO:001398		
dctypes		
FMA:developmental_stage_of		
NCIT:R52		
SO:0000646		
SNOMED:cause_of		
LOINC:has_class		
RO:0002503		
RO:0002232		
PCO:0000001		
BSPO:0015005		
RO:0002505		
STY:T067		
STY:T122		
UMLSSG:PROC		
NCIT:C45827		
WIKIDATA:Q39893449		
OBAN:association_has_subject_property		
BSPO:0000100		
NCIT:R36		
BSPO:0000107		
VANDF:isa		
RO:0009501		
UBERON_CORE:layer_part_of		
STY:T100		
MONDO:disease_shares_features_of		
SNOMED:has_direct_morphology		
NCIT:R155		
STY:T196		
SEMMEDDB:MANIFESTATION_OF		
IAO:0000013		
dcid:MedicalProcedure		
CHEBI:is_conjugate_acid_of		
UBERON:anastomoses_with		
model_organism_database		
UBERON_CORE:anteriorly_connected_to		
UBERON_NONAMESPACE:distally_connected_to		
STY:T001		
SNOMED:inheres_in		
NCIT:is_qualified_by		
SIO:001235		
SNOMED:has_specimen_source_identity		
SNOMED:entire_anatomy_structure_of		
LOINC:has_adjustment		
RO:0002380		
DGIdb:cofactor		
OBI:0001927		
DRUGBANK:category		
FMA:inferolateral_to		
LOINC:analyzes		
oboInOwl:hasRelatedSynonym		
SNOMEDCT:32485007		
RO:0002315		
BSPO:0000120		
SNOMED:is_interpreted_by		
FMA:has_full_grown_phenotype		
FMA:constitutional_part_of		
string		
CHEBI:25212		
LOINC:class_of		
GENO:0000790		
FMA:anterosuperior_to		
SO:0001629		
SEMMEDDB:PART_OF		
SNOMED:has_modification		
RO:0002134		
BSPO:0000124		
NCIT:disease_may_have_associated_disease		
OMIM:has_inheritance_type		
FMA:has_connection_type		
UBERON_CORE:posteriorly_connected_to		
STY:T069		
NCIT:genetic_biomarker_related_to		
NCIT:R50		
WIKIDATA_PROPERTY:P1542		
SNOMED:uses_access_device		
SNOMED:has_dose_form_intended_site		
SNOMED:has_occurrence		
SNOMED:has_pathological_process		
NCIT:is_related_to_endogenous_product		
RO:0002221		
faldo:begin		
LOINC:has_modality_subtype		
RO:0002263		
RXNORM:contains		
CHEBI:24431		
STY:T110		
BSPO:0001107		
NCIT:regimen_has_accepted_use_for_disease		
SNOMED:2949005		
TO:0000387		
CTD:affects_response_to		
dctypes:Dataset		
STY:T077		
FMA:anteroinferior_to		
faldo:location		
UMLS:has_mapping_qualifier		
UMLS:SY		
FMA:has_regional_part		
dcid:MeSHTerm		
RO:0002524		
SEMMEDDB:ISA		
SEMMEDDB:PRECEDES		
NCIT:C2861		
NCIT:R115		
STY:T078		
REPODB:clinically_tested_withdrawn_phase_0		
SNOMED:has_subject_relationship_context		
FMA:derives		
REPODB:clinically_tested_terminated_phase_3		
RO:0000087		
SNOMED:relative_to_part_of		
SIO:001066		
RO:0002349		
FMA:afferent_to		
STY:T119		
WIKIDATA_PROPERTY:P1056		
STY:T168		
FOODON:03411134		
CHEBI:59999		
GOREL:0001006		
RO:0003001		
DDANAT:develops_from		
RO:0004001		
NCIT:allele_has_activity		
RO:HOM0000018		
NCIT:R175		
FMA:has_location		
RO:0009004		
RO:0002510		
SNOMED:occurs_before		
FMA:has_lymphatic_drainage		
RO:0002292		
SIO:001005		
FMA:inferomedial_to		
NCIT:C20130		
ECTO:9000000		
NCIT:R72		
RO:0002412		
SEPIO:0000167		
SEMMEDDB:DIAGNOSES		
RO:0002604		
NCIT:subset_includes_concept		
FMA:direct_right_of		
RXNORM:ingredient_of		
SIO:000993		
UMLS:has_physiologic_effect		
SO:0001026		
UBERON:distally_connected_to		
SEMMEDDB:COEXISTS_WITH		
UMLS:measures		
RO:0002339		
LOINC:has_aggregation_view		
WIKIDATA:Q417841		
SNOMED:has_disposition		
VANDF:ingredient_of		
STY:T019		
MI		
WIKIDATA_PROPERTY:P688		
RO:0002083		
NDDF:has_ingredient		
UMLSSG:GEOG		
SIO:010299		
gff3:ID		
SNOMED:has_method		
WIKIDATA:Q333291		
GO:0110165		
MAXO:0000058		
LOINC:has_supersystem		
GOREL:0001010		
SNOMED:focus_of		
NCBITaxon:1767184		
orphanet:317344		
WIKIDATA_PROPERTY:P128		
SNOMED:has_inherent_attribute		
NCIT:R113		
NCIT:C26004		
WIKIDATA:Q30892994		
NCBITaxon:1670606		
STY:T060		
SEMMEDDB:ASSOCIATED_WITH		
NCIT:R30		
SIO:001050		
RO:0002608		
FMA:has_adherent		
PathWhiz:has_enzyme		
COAR_RESOURCE		
SNOMED:has_process_output		
SNOMED:has_specimen_source_morphology		
STY:T024		
EFO:0006351		
NCIT:process_initiates_biological_process		
STY:T038		
CTD:positive_correlation		
FMA:matures_from		
FMA:receives_projection		
STY:T070		
FMA:has_direct_cell_shape		
CHEMBL.MECHANISM:modulator		
RO:0002333		
FMA:superomedial_to		
NCBITaxon:131567		
dcid:BiologicalSpecies		
XCO:0000000		
RO:0002488		
STY:T102		
CL:0000000		
SIO:000154		
RO:0003309		
NCIT:has_pharmaceutical_transformation		
STY:T028		
SNOMED:has_dose_form		
GOREL:0000040		
NCIT:A11		
BTO:related_to		
WIKIDATA:P105		
LOINC:has_view_type		
NCIT:R178		
LOINC:has_imaging_focus		
DOID:4		
UMLS:exhibited_by		
dcid:StrongWindEvent		
PATO:0000047		
RO:0004033		
GENO:0000002		
LOINC:member_of		
IAO:0000136		
SEMMEDDB:same_as		
NCIT:C14234		
STATO:0000258		
UMLS:has_supported_concept_property		
gff3:end		
WIKIDATA_PROPERTY:P2888		
UBERON:proximally_connected_to		
UBERON_CORE:in_outermost_side_of		
UBERON_CORE:transitively_proximally_connected_to		
BSPO:0000102		
pav:version		
WIKIDATA_PROPERTY:P703		
RO:has_participant		
UBERON_CORE:channel_for		
FMA:continuous_proximally_with		
UMLS:larger_than		
WIKIDATA_PROPERTY:P828		
SIO:000302		
UMLS:has_structural_class		
STY:T185		
SNOMED:active_ingredient_of		
BFO:0000050		
FMA:venous_drainage_of		
RO:0002606		
STY:T171		
FMA:part_of		
RO:0002224		
UBERON_CORE:protects		
BSPO:0000123		
WIKIDATA:Q39894595		
gff3:Description		
dcid:ChemicalCompound		
FMA:has_member		
RO:0002180		
MEDDRA:classified_as		
RXNORM:reformulated_to		
FMA:distal_to		
gff3:Alias		
UMLS:related_to		
PATO:0000085		
STY:T052		
STY:T197		
SNOMED:has_realization		
WIKIDATA_PROPERTY:P1160		
SO:0001583		
RO:0000057		
STY:T044		
STY:T127		
SEMMEDDB:OCCURS_IN		
SNOMED:has_component		
FMA:has_origin		
NCIT:R31		
oboInOwl:hasNarrowSynonym		
bioschemas:Protein		
CHEMBL.MECHANISM:chelating_agent		
FMA:anterolateral_to		
CHEBI:33697		
samples		
NCIT:C15220		
WIKIDATA:Q169872		
LOINC:has_time_aspect		
BSPO:0000121		
NCIT:R29		
NLMID		
dcid:RNATranscript		
GO:0007165		
RO:0002100		
WIKIDATA:Q4915012		
orphanet:317343		
oboInOwl:hasExactSynonym		
RXNORM:constitutes		
CL:lacks_part		
NCIT:Anatomic_Structure_Has_Location_Role		
FMA:continuous_distally_with		
PR:non-covalently_bound_to		
NCIT:R23		
SEMMEDDB:ADMINISTERED_TO		
NCIT:chemical_or_drug_initiates_biological_process		
NCIT:A3		
STY:T041		
RO:0002302		
STY:T087		
WIKIDATA:Q7868		
SO:0002054		
NCIT:R130		
RO:0004027		
NCIT:A14		
GO:0007610		
SNOMED:causative_agent_of		
PathWhiz:has_nucleic_acid		
RO:0002573		
HMDB:in_pathway		
WIKIDATA_PROPERTY:P2283		
STY:T081		
RO:0001019		
CL:has_high_plasma_membrane_amount		
orphanet:410296		
ZP:00000000		
LOINC:has_lateral_anatomic_location		
SIO:001225		
UBERON_CORE:channels_from		
CARO:0001010		
SNOMED:during		
RO:0004024		
RO:0004007		
PATO:0020000		
rdfs:subPropertyOf		
UBERON:0010000		
SNOMED:has_basic_dose_form		
FMA:connected_to		
BSPO:0000104		
NCIT:disease_has_normal_tissue_origin		
RO:0002572		
MESH:has_mapping_qualifier		
UBERON_CORE:anastomoses_with		
skos:altLabel		
DRUGBANK:component_of		
FMA:adjacent_to		
RO:0002565		
RO:0002590		
skos:narrowMatch		
FMA:has_fusion		
fabio:Patent		
SNOMED:has_route_of_administration		
ENVO:01000254		
REPODB:clinically_tested_suspended_phase_2		
STY:T088		
SEMMEDDB:TREATS		
MI:1046		
STY:T071		
FMA:bounds		
UMLSSG:CONC		
FMA:receives_attachment_from		
BTO:develops_from		
SNOMED:has_procedure_site		
NCIT:R48		
STY:T018		
rdf:Statement		
SIO:010445		
NDDF:ingredient_of		
dcid:MarineThunderstormWindEvent		
SNOMED:has_specimen_substance		
CHEMBL.MECHANISM:subset_of		
prov:Activity		
WIKIDATA:Q7229825		
LOINC:mapped_to		
RO:0002513		
SIO:010532		
NCIT:R82		
LOINC:has_timing_of		
FMA:attaches_to		
oboInOwl:hasBroadSynonym		
DRUGBANK:pathway		
SIO:001397		
GENO:0000841		
BSPO:0015009		
