source	edge_type	destination
anatomical entity	narrow_mappings	MA:0000001
anatomical entity	narrow_mappings	XAO:0000000
anatomical entity	narrow_mappings	WBbt:0000100
anatomical entity	narrow_mappings	NCIT:C12219
anatomical entity	narrow_mappings	GO:0110165
anatomical entity	narrow_mappings	STY:T031
anatomical entity	is_a	organismal entity
anatomical entity	mixins	physical essence
anatomical entity	related_mappings	SNOMEDCT:123037004
cell component	exact_mappings	GO:0005575
cell part	exact_mappings	GO:0005575
cellular component	exact_mappings	GO:0005575
cell component	exact_mappings	SIO:001400
cell part	exact_mappings	SIO:001400
cellular component	exact_mappings	SIO:001400
cell component	exact_mappings	WIKIDATA:Q5058355
cell part	exact_mappings	WIKIDATA:Q5058355
cellular component	exact_mappings	WIKIDATA:Q5058355
cell component	exact_mappings	STY:T026
cell part	exact_mappings	STY:T026
cellular component	exact_mappings	STY:T026
cell component	is_a	anatomical entity
cell part	is_a	anatomical entity
cellular component	is_a	anatomical entity
cell component	broad_mappings	WIKIDATA:P681
cell part	broad_mappings	WIKIDATA:P681
cellular component	broad_mappings	WIKIDATA:P681
cell	exact_mappings	GO:0005623
cell	exact_mappings	CL:0000000
cell	exact_mappings	SIO:010001
cell	exact_mappings	WIKIDATA:Q7868
cell	exact_mappings	STY:T025
cell	exact_mappings	MESH:D002477
cell	is_a	anatomical entity
cell line	exact_mappings	CLO:0000031
cell line	is_a	organismal entity
cell line	mixins	subject of investigation
tissue	exact_mappings	UBERON:0010000
organ	exact_mappings	UBERON:0010000
gross anatomical structure	exact_mappings	UBERON:0010000
tissue	exact_mappings	WIKIDATA:Q4936952
organ	exact_mappings	WIKIDATA:Q4936952
gross anatomical structure	exact_mappings	WIKIDATA:Q4936952
tissue	narrow_mappings	STY:T023
organ	narrow_mappings	STY:T023
gross anatomical structure	narrow_mappings	STY:T023
tissue	narrow_mappings	STY:T024
organ	narrow_mappings	STY:T024
gross anatomical structure	narrow_mappings	STY:T024
tissue	narrow_mappings	STY:T018
organ	narrow_mappings	STY:T018
gross anatomical structure	narrow_mappings	STY:T018
tissue	is_a	anatomical entity
organ	is_a	anatomical entity
gross anatomical structure	is_a	anatomical entity
macromolecular machine mixin	slots	name
gene or gene product	is_a	macromolecular machine mixin
gene	in_subset	translator_minimal
gene	in_subset	model_organism_database
gene	exact_mappings	SO:0000704
gene	exact_mappings	SIO:010035
gene	exact_mappings	WIKIDATA:Q7187
gene	exact_mappings	dcid:Gene
gene	narrow_mappings	bioschemas:gene
gene	is_a	biological entity
gene	broad_mappings	NCIT:C45822
gene	mixins	gene or gene product
gene	mixins	genomic entity
gene	mixins	chemical entity or gene or gene product
gene	mixins	physical essence
gene	mixins	ontology class
gene	slots	symbol
gene	slots	synonym
gene	slots	xref
gene product mixin	exact_mappings	WIKIDATA:Q424689
gene product mixin	exact_mappings	GENO:0000907
gene product mixin	exact_mappings	NCIT:C26548
gene product mixin	is_a	gene or gene product
gene product mixin	slots	synonym
gene product mixin	slots	xref
gene product isoform mixin	is_a	gene product mixin
macromolecular complex	in_subset	model_organism_database
macromolecular complex	exact_mappings	GO:0032991
macromolecular complex	exact_mappings	WIKIDATA:Q22325163
macromolecular complex	is_a	biological entity
macromolecular complex	mixins	macromolecular machine mixin
nucleosome modification	is_a	biological entity
nucleosome modification	mixins	gene product isoform mixin
nucleosome modification	mixins	genomic entity
nucleosome modification	mixins	epigenomic entity
genome	in_subset	model_organism_database
genome	close_mappings	dcid:GenomeAssemblyUnit
genome	exact_mappings	SO:0001026
genome	exact_mappings	SIO:000984
genome	exact_mappings	WIKIDATA:Q7020
genome	is_a	biological entity
genome	mixins	genomic entity
genome	mixins	physical essence
genome	mixins	ontology class
exon	exact_mappings	SO:0000147
exon	exact_mappings	SIO:010445
exon	exact_mappings	WIKIDATA:Q373027
exon	is_a	nucleic acid entity
transcript	in_subset	model_organism_database
transcript	exact_mappings	SO:0000673
transcript	exact_mappings	SIO:010450
transcript	exact_mappings	WIKIDATA:Q7243183
transcript	exact_mappings	dcid:RNATranscript
transcript	is_a	nucleic acid entity
coding sequence	exact_mappings	SO:0000316
coding sequence	exact_mappings	SIO:001390
coding sequence	is_a	nucleic acid entity
amino acid entity	in_subset	model_organism_database
polypeptide	in_subset	model_organism_database
amino acid entity	narrow_mappings	SO:0000104
polypeptide	narrow_mappings	SO:0000104
amino acid entity	narrow_mappings	STY:T116
polypeptide	narrow_mappings	STY:T116
amino acid entity	narrow_mappings	STY:T087
polypeptide	narrow_mappings	STY:T087
amino acid entity	is_a	biological entity
polypeptide	is_a	biological entity
amino acid entity	mixins	chemical entity or gene or gene product
polypeptide	mixins	chemical entity or gene or gene product
amino acid entity	mixins	chemical entity or protein or polypeptide
polypeptide	mixins	chemical entity or protein or polypeptide
protein	exact_mappings	PR:000000001
protein	exact_mappings	SIO:010043
protein	exact_mappings	WIKIDATA:Q8054
protein	narrow_mappings	STY:T126
protein	narrow_mappings	STY:T192
protein	is_a	polypeptide
protein	broad_mappings	bioschemas:Protein
protein	mixins	gene product mixin
proteoform	is_a	protein
protein isoform	is_a	protein
proteoform	mixins	gene product isoform mixin
protein isoform	mixins	gene product isoform mixin
protein domain	exact_mappings	NCIT:C13379
protein domain	exact_mappings	SIO:001379
protein domain	exact_mappings	UMLS:C1514562
protein domain	is_a	biological entity
protein domain	mixins	gene grouping mixin
protein domain	mixins	chemical entity or gene or gene product
posttranslational modification	is_a	biological entity
posttranslational modification	mixins	gene product isoform mixin
protein family	exact_mappings	NCIT:C26004
protein family	exact_mappings	WIKIDATA:Q2278983
protein family	narrow_mappings	SIO:001380
protein family	narrow_mappings	NCIT:C20130
protein family	narrow_mappings	WIKIDATA:Q417841
protein family	is_a	biological entity
protein family	mixins	gene grouping mixin
protein family	mixins	chemical entity or gene or gene product
consensus sequence	is_a	biological entity
nucleic acid sequence motif	is_a	biological entity
RNA product	exact_mappings	CHEBI:33697
RNA product	exact_mappings	WIKIDATA:Q11053
RNA product	is_a	transcript
RNA product	mixins	gene product mixin
RNA product isoform	is_a	RNA product
RNA product isoform	mixins	gene product isoform mixin
noncoding RNA product	exact_mappings	SO:0000655
noncoding RNA product	exact_mappings	SIO:001235
noncoding RNA product	is_a	RNA product
microRNA	in_subset	model_organism_database
microRNA	exact_mappings	SO:0000276
microRNA	exact_mappings	SIO:001397
microRNA	exact_mappings	WIKIDATA:Q310899
microRNA	is_a	noncoding RNA product
small interfering RNA	in_subset	model_organism_database
RNAi	in_subset	model_organism_database
siRNA	in_subset	model_organism_database
small interfering RNA	exact_mappings	SO:0000646
RNAi	exact_mappings	SO:0000646
siRNA	exact_mappings	SO:0000646
small interfering RNA	exact_mappings	WIKIDATA:Q203221
RNAi	exact_mappings	WIKIDATA:Q203221
siRNA	exact_mappings	WIKIDATA:Q203221
small interfering RNA	is_a	noncoding RNA product
RNAi	is_a	noncoding RNA product
siRNA	is_a	noncoding RNA product
gene grouping mixin	slots	has gene or gene product
orthogroup	in_subset	model_organism_database
protein family	in_subset	model_organism_database
gene family	in_subset	model_organism_database
orthogroup	exact_mappings	NCIT:C26004
gene family	exact_mappings	NCIT:C26004
orthogroup	exact_mappings	WIKIDATA:Q2278983
gene family	exact_mappings	WIKIDATA:Q2278983
orthogroup	narrow_mappings	SIO:001380
gene family	narrow_mappings	SIO:001380
orthogroup	narrow_mappings	NCIT:C20130
gene family	narrow_mappings	NCIT:C20130
orthogroup	narrow_mappings	WIKIDATA:Q417841
gene family	narrow_mappings	WIKIDATA:Q417841
orthogroup	is_a	biological entity
gene family	is_a	biological entity
orthogroup	mixins	gene grouping mixin
gene family	mixins	gene grouping mixin
orthogroup	mixins	chemical entity or gene or gene product
gene family	mixins	chemical entity or gene or gene product
zygosity	exact_mappings	GENO:0000133
zygosity	is_a	attribute
genotype	in_subset	model_organism_database
genotype	exact_mappings	GENO:0000536
genotype	exact_mappings	SIO:001079
genotype	is_a	biological entity
genotype	mixins	physical essence
genotype	mixins	genomic entity
genotype	mixins	ontology class
genotype	slots	has zygosity
haplotype	exact_mappings	GENO:0000871
haplotype	exact_mappings	SO:0001024
haplotype	exact_mappings	VMC:Haplotype
haplotype	is_a	biological entity
haplotype	mixins	genomic entity
haplotype	mixins	physical essence
haplotype	mixins	ontology class
allele	in_subset	model_organism_database
sequence variant	in_subset	model_organism_database
allele	close_mappings	dcid:Allele
sequence variant	close_mappings	dcid:Allele
allele	close_mappings	SO:0001060
sequence variant	close_mappings	SO:0001060
allele	close_mappings	VMC:Allele
sequence variant	close_mappings	VMC:Allele
allele	close_mappings	GENO:0000002
sequence variant	close_mappings	GENO:0000002
allele	close_mappings	SIO:010277
sequence variant	close_mappings	SIO:010277
allele	exact_mappings	WIKIDATA:Q15304597
sequence variant	exact_mappings	WIKIDATA:Q15304597
allele	is_a	biological entity
sequence variant	is_a	biological entity
allele	mixins	genomic entity
sequence variant	mixins	genomic entity
allele	mixins	physical essence
sequence variant	mixins	physical essence
allele	mixins	ontology class
sequence variant	mixins	ontology class
allele	slots	has gene
sequence variant	slots	has gene
single nucleotide variant	exact_mappings	SO:0001483
single nucleotide polymorphism	exact_mappings	SO:0001483
snp	exact_mappings	SO:0001483
snv	exact_mappings	SO:0001483
single nucleotide variant	is_a	sequence variant
single nucleotide polymorphism	is_a	sequence variant
snp	is_a	sequence variant
snv	is_a	sequence variant
sequence targeting reagent	in_subset	model_organism_database
reagent targeted gene	in_subset	model_organism_database
sequence targeting reagent	exact_mappings	GENO:0000504
reagent targeted gene	exact_mappings	GENO:0000504
sequence targeting reagent	is_a	biological entity
reagent targeted gene	is_a	biological entity
sequence targeting reagent	mixins	genomic entity
reagent targeted gene	mixins	genomic entity
sequence targeting reagent	mixins	physical essence
reagent targeted gene	mixins	physical essence
sequence targeting reagent	mixins	ontology class
reagent targeted gene	mixins	ontology class
clinical attribute	exact_mappings	STY:T201
clinical attribute	is_a	attribute
clinical measurement	exact_mappings	EFO:0001444
clinical measurement	is_a	clinical attribute
clinical modifier	is_a	clinical attribute
clinical course	exact_mappings	HP:0031797
clinical course	is_a	clinical attribute
onset	exact_mappings	HP:0003674
onset	is_a	clinical course
clinical entity	is_a	named thing
clinical trial	is_a	clinical entity
clinical intervention	is_a	clinical entity
clinical finding	is_a	phenotypic feature
hospitalization	exact_mappings	SNOMEDCT:32485007
hospitalization	exact_mappings	WIKIDATA:Q3140971
hospitalization	is_a	clinical intervention
socioeconomic attribute	is_a	attribute
patient	is_a	individual organism
proband	is_a	individual organism
case	is_a	individual organism
patient	mixins	subject of investigation
proband	mixins	subject of investigation
case	mixins	subject of investigation
cohort	exact_mappings	WIKIDATA:Q1303415
cohort	narrow_mappings	STY:T097
cohort	narrow_mappings	STY:T099
cohort	narrow_mappings	STY:T100
cohort	narrow_mappings	STY:T101
cohort	is_a	study population
cohort	mixins	subject of investigation
exposure	in_subset	model_organism_database
experimental condition	in_subset	model_organism_database
exposure event	in_subset	model_organism_database
exposure	exact_mappings	XCO:0000000
experimental condition	exact_mappings	XCO:0000000
exposure event	exact_mappings	XCO:0000000
exposure	is_a	ontology class
experimental condition	is_a	ontology class
exposure event	is_a	ontology class
exposure	slots	timepoint
experimental condition	slots	timepoint
exposure event	slots	timepoint
genomic background exposure	is_a	attribute
genomic background exposure	mixins	exposure event
genomic background exposure	mixins	gene grouping mixin
genomic background exposure	mixins	physical essence
genomic background exposure	mixins	genomic entity
genomic background exposure	mixins	thing with taxon
genomic background exposure	mixins	ontology class
pathological entity mixin	exact_mappings	MPATH:0
pathological entity mixin	narrow_mappings	HP:0000118
pathological process	exact_mappings	OBI:1110122
pathological process	exact_mappings	NCIT:C16956
pathological process	exact_mappings	MPATH:596
pathological process	narrow_mappings	NCIT:C19151
pathological process	narrow_mappings	EFO:0009708
pathological process	narrow_mappings	STY:T046
pathological process	narrow_mappings	STY:T037
pathological process	is_a	biological process
pathological process	mixins	pathological entity mixin
pathological process exposure	is_a	attribute
pathological process exposure	mixins	exposure event
pathological anatomical structure	exact_mappings	MPATH:603
pathological anatomical structure	is_a	anatomical entity
pathological anatomical structure	mixins	pathological entity mixin
pathological anatomical exposure	is_a	attribute
pathological anatomical exposure	mixins	exposure event
disease or phenotypic feature exposure	is_a	attribute
disease or phenotypic feature exposure	mixins	exposure event
disease or phenotypic feature exposure	mixins	pathological entity mixin
chemical exposure	exact_mappings	ECTO:9000000
chemical exposure	exact_mappings	SIO:001399
chemical exposure	is_a	attribute
chemical exposure	mixins	exposure event
chemical exposure	slots	has quantitative value
complex chemical exposure	is_a	attribute
drug intake	exact_mappings	ECTO:0000509
drug dose	exact_mappings	ECTO:0000509
medication intake	exact_mappings	ECTO:0000509
drug exposure	exact_mappings	ECTO:0000509
drug intake	is_a	chemical exposure
drug dose	is_a	chemical exposure
medication intake	is_a	chemical exposure
drug exposure	is_a	chemical exposure
drug intake	broad_mappings	SIO:001005
drug dose	broad_mappings	SIO:001005
medication intake	broad_mappings	SIO:001005
drug exposure	broad_mappings	SIO:001005
drug intake	mixins	exposure event
drug dose	mixins	exposure event
medication intake	mixins	exposure event
drug exposure	mixins	exposure event
drug to gene interaction exposure	is_a	drug exposure
drug to gene interaction exposure	mixins	gene grouping mixin
medical action	exact_mappings	OGMS:0000090
medical intervention	exact_mappings	OGMS:0000090
treatment	exact_mappings	OGMS:0000090
medical action	exact_mappings	SIO:001398
medical intervention	exact_mappings	SIO:001398
treatment	exact_mappings	SIO:001398
medical action	is_a	named thing
medical intervention	is_a	named thing
treatment	is_a	named thing
medical action	broad_mappings	MAXO:0000058
medical intervention	broad_mappings	MAXO:0000058
treatment	broad_mappings	MAXO:0000058
medical action	mixins	exposure event
medical intervention	mixins	exposure event
treatment	mixins	exposure event
medical action	mixins	chemical or drug or treatment
medical intervention	mixins	chemical or drug or treatment
treatment	mixins	chemical or drug or treatment
medical action	slots	has drug
medical intervention	slots	has drug
treatment	slots	has drug
medical action	slots	has device
medical intervention	slots	has device
treatment	slots	has device
medical action	slots	has procedure
medical intervention	slots	has procedure
treatment	slots	has procedure
viral exposure	is_a	attribute
bacterial exposure	is_a	attribute
biotic exposure	is_a	attribute
viral exposure	mixins	exposure event
bacterial exposure	mixins	exposure event
biotic exposure	mixins	exposure event
geographic exposure	close_mappings	dcid:GeologicalEvent
geographic exposure	narrow_mappings	dcid:IceStoremEvent
geographic exposure	narrow_mappings	dcid:LakeEffectSnowEvent
geographic exposure	narrow_mappings	dcid:LandslideEvent
geographic exposure	narrow_mappings	dcid:MarineDenseFogEvent
geographic exposure	narrow_mappings	dcid:MarineLighteningEvent
geographic exposure	narrow_mappings	dcid:MarineStrongWindEvent
geographic exposure	narrow_mappings	dcid:MarineThunderstormWindEvent
geographic exposure	narrow_mappings	dcid:StormEvent
geographic exposure	narrow_mappings	dcid:StormSurgeTideEvent
geographic exposure	narrow_mappings	dcid:StrongWindEvent
geographic exposure	narrow_mappings	dcid:ThunderstormWindEvent
geographic exposure	narrow_mappings	dcid:TornadoEvent
geographic exposure	narrow_mappings	dcid:TropicalDepressionEvent
geographic exposure	narrow_mappings	dcid:WinterStoremEvent
geographic exposure	is_a	environmental exposure
geographic exposure	mixins	exposure event
environmental exposure	is_a	attribute
environmental exposure	mixins	exposure event
behavioral exposure	is_a	attribute
behavioral exposure	mixins	exposure event
socioeconomic exposure	is_a	attribute
socioeconomic exposure	mixins	exposure event
pathological process outcome	mixins	outcome
pathological anatomical outcome	mixins	outcome
disease or phenotypic feature outcome	mixins	outcome
behavioral outcome	mixins	outcome
hospitalization outcome	mixins	outcome
mortality outcome	mixins	outcome
epidemiological outcome	mixins	outcome
epidemiological outcome	related_mappings	NCIT:C19291
socioeconomic outcome	mixins	outcome
association	exact_mappings	OBAN:association
association	exact_mappings	rdf:Statement
association	exact_mappings	owl:Axiom
association	is_a	entity
association	slots	subject
association	slots	predicate
association	slots	object
association	slots	negated
association	slots	qualifiers
association	slots	publications
association	slots	has evidence
association	slots	knowledge source
association	slots	primary knowledge source
association	slots	aggregator knowledge source
association	slots	timepoint
association	slots	original subject
association	slots	original predicate
association	slots	original object
association	slots	subject category
association	slots	object category
association	slots	subject closure
association	slots	object closure
association	slots	subject category closure
association	slots	object category closure
association	slots	subject namespace
association	slots	object namespace
association	slots	subject label closure
association	slots	object label closure
association	slots	retrieval source ids
chemical entity assesses named thing association	is_a	association
contributor association	is_a	association
contributor association	defining_slots	subject
contributor association	defining_slots	predicate
contributor association	defining_slots	object
genotype to genotype part association	is_a	association
genotype to genotype part association	defining_slots	subject
genotype to genotype part association	defining_slots	object
genotype to gene association	is_a	association
genotype to gene association	defining_slots	subject
genotype to gene association	defining_slots	object
genotype to variant association	is_a	association
genotype to variant association	defining_slots	subject
genotype to variant association	defining_slots	object
molecular or genetic interaction	is_a	association
gene to gene association	is_a	association
molecular or genetic interaction	defining_slots	subject
gene to gene association	defining_slots	subject
molecular or genetic interaction	defining_slots	object
gene to gene association	defining_slots	object
gene to gene homology association	is_a	gene to gene association
gene to gene homology association	defining_slots	subject
gene to gene homology association	defining_slots	predicate
gene to gene homology association	defining_slots	object
gene to gene family association	is_a	association
gene to gene family association	defining_slots	subject
gene to gene family association	defining_slots	predicate
gene to gene family association	defining_slots	object
gene expression mixin	slots	quantifier qualifier
gene expression mixin	slots	expression site
gene expression mixin	slots	stage qualifier
gene expression mixin	slots	phenotypic state
gene to gene coexpression association	is_a	gene to gene association
gene to gene coexpression association	mixins	gene expression mixin
gene to gene coexpression association	defining_slots	subject
gene to gene coexpression association	defining_slots	predicate
gene to gene coexpression association	defining_slots	object
pairwise gene to gene interaction	narrow_mappings	dcid:ProteinProteinInteraction
pairwise gene to gene interaction	is_a	gene to gene association
pairwise gene to gene interaction	defining_slots	subject
pairwise gene to gene interaction	defining_slots	predicate
pairwise gene to gene interaction	defining_slots	object
pairwise molecular interaction	is_a	pairwise gene to gene interaction
pairwise molecular interaction	defining_slots	subject
pairwise molecular interaction	defining_slots	predicate
pairwise molecular interaction	defining_slots	object
pairwise molecular interaction	slots	interacting molecules category
cell line to entity association mixin	defining_slots	subject
cell line to disease or phenotypic feature association	is_a	association
cell line to disease or phenotypic feature association	mixins	cell line to entity association mixin
cell line to disease or phenotypic feature association	mixins	entity to disease or phenotypic feature association mixin
chemical entity to entity association mixin	defining_slots	subject
drug to entity association mixin	is_a	chemical entity to entity association mixin
drug to entity association mixin	defining_slots	subject
chemical to entity association mixin	is_a	chemical entity to entity association mixin
chemical to entity association mixin	defining_slots	subject
case to entity association mixin	defining_slots	subject
chemical to chemical association	is_a	association
chemical to chemical association	mixins	chemical to entity association mixin
chemical to chemical association	defining_slots	subject
chemical to chemical association	defining_slots	object
reaction to participant association	is_a	chemical to chemical association
reaction to participant association	defining_slots	subject
reaction to participant association	defining_slots	predicate
reaction to participant association	defining_slots	object
reaction to participant association	slots	stoichiometry
reaction to participant association	slots	reaction direction
reaction to participant association	slots	reaction side
reaction to catalyst association	is_a	reaction to participant association
chemical to chemical derivation association	is_a	chemical to chemical association
chemical to chemical derivation association	defining_slots	subject
chemical to chemical derivation association	defining_slots	predicate
chemical to chemical derivation association	defining_slots	object
chemical to chemical derivation association	slots	catalyst qualifier
chemical to disease or phenotypic feature association	narrow_mappings	SIO:000993
chemical to disease or phenotypic feature association	is_a	association
chemical to disease or phenotypic feature association	mixins	chemical to entity association mixin
chemical to disease or phenotypic feature association	mixins	entity to disease or phenotypic feature association mixin
chemical to disease or phenotypic feature association	defining_slots	subject
chemical to disease or phenotypic feature association	defining_slots	object
chemical or drug or treatment to disease or phenotypic feature association	is_a	association
chemical or drug or treatment to disease or phenotypic feature association	mixins	chemical to entity association mixin
chemical or drug or treatment to disease or phenotypic feature association	mixins	entity to disease or phenotypic feature association mixin
chemical or drug or treatment to disease or phenotypic feature association	defining_slots	subject
chemical or drug or treatment to disease or phenotypic feature association	defining_slots	predicate
chemical or drug or treatment to disease or phenotypic feature association	defining_slots	object
chemical or drug or treatment to disease or phenotypic feature association	slots	FDA adverse event level
chemical or drug or treatment side effect disease or phenotypic feature association	is_a	chemical or drug or treatment to disease or phenotypic feature association
chemical or drug or treatment side effect disease or phenotypic feature association	mixins	chemical to entity association mixin
chemical or drug or treatment side effect disease or phenotypic feature association	mixins	entity to disease or phenotypic feature association mixin
chemical or drug or treatment side effect disease or phenotypic feature association	defining_slots	subject
chemical or drug or treatment side effect disease or phenotypic feature association	defining_slots	predicate
chemical or drug or treatment side effect disease or phenotypic feature association	defining_slots	object
gene to pathway association	is_a	association
gene to pathway association	mixins	gene to entity association mixin
gene to pathway association	defining_slots	subject
gene to pathway association	defining_slots	object
molecular activity to pathway association	is_a	association
chemical to pathway association	exact_mappings	SIO:001250
chemical to pathway association	is_a	association
chemical to pathway association	mixins	chemical to entity association mixin
chemical to pathway association	defining_slots	subject
chemical to pathway association	defining_slots	object
named thing associated with likelihood of named thing association	is_a	association
named thing associated with likelihood of named thing association	defining_slots	subject
named thing associated with likelihood of named thing association	defining_slots	subject aspect qualifier
named thing associated with likelihood of named thing association	defining_slots	subject context qualifier
named thing associated with likelihood of named thing association	defining_slots	predicate
named thing associated with likelihood of named thing association	defining_slots	object
named thing associated with likelihood of named thing association	defining_slots	object aspect qualifier
named thing associated with likelihood of named thing association	defining_slots	object context qualifier
named thing associated with likelihood of named thing association	defining_slots	population context qualifier
chemical gene interaction association	exact_mappings	SIO:001257
chemical gene interaction association	is_a	association
chemical gene interaction association	mixins	chemical to entity association mixin
chemical gene interaction association	slots	subject form or variant qualifier
chemical gene interaction association	slots	subject part qualifier
chemical gene interaction association	slots	subject derivative qualifier
chemical gene interaction association	slots	subject context qualifier
chemical gene interaction association	slots	object form or variant qualifier
chemical gene interaction association	slots	object part qualifier
chemical gene interaction association	slots	object context qualifier
chemical gene interaction association	slots	anatomical context qualifier
chemical affects gene association	is_a	association
chemical affects gene association	slots	subject form or variant qualifier
chemical affects gene association	slots	subject part qualifier
chemical affects gene association	slots	subject derivative qualifier
chemical affects gene association	slots	subject aspect qualifier
chemical affects gene association	slots	subject context qualifier
chemical affects gene association	slots	subject direction qualifier
chemical affects gene association	slots	object form or variant qualifier
chemical affects gene association	slots	object part qualifier
chemical affects gene association	slots	object aspect qualifier
chemical affects gene association	slots	object context qualifier
chemical affects gene association	slots	causal mechanism qualifier
chemical affects gene association	slots	anatomical context qualifier
chemical affects gene association	slots	qualified predicate
drug to gene association	is_a	association
drug to gene association	mixins	drug to entity association mixin
drug to gene association	defining_slots	subject
drug to gene association	defining_slots	object
drug to gene association	related_mappings	SIO:001257
material sample to entity association mixin	defining_slots	subject
material sample derivation association	is_a	association
material sample derivation association	defining_slots	subject
material sample derivation association	defining_slots	predicate
material sample to disease or phenotypic feature association	is_a	association
material sample to disease or phenotypic feature association	mixins	material sample to entity association mixin
material sample to disease or phenotypic feature association	mixins	entity to disease or phenotypic feature association mixin
material sample to disease or phenotypic feature association	defining_slots	subject
material sample to disease or phenotypic feature association	defining_slots	object
disease to entity association mixin	defining_slots	subject
entity to exposure event association mixin	defining_slots	object
disease to exposure event association	is_a	association
disease to exposure event association	mixins	disease to entity association mixin
disease to exposure event association	mixins	entity to exposure event association mixin
disease to exposure event association	defining_slots	subject
disease to exposure event association	defining_slots	object
entity to outcome association mixin	defining_slots	object
exposure event to outcome association	is_a	association
exposure event to outcome association	mixins	entity to outcome association mixin
exposure event to outcome association	defining_slots	subject
exposure event to outcome association	defining_slots	object
exposure event to outcome association	slots	population context qualifier
exposure event to outcome association	slots	temporal context qualifier
frequency qualifier mixin	slots	frequency qualifier
entity to feature or disease qualifiers mixin	is_a	frequency qualifier mixin
entity to feature or disease qualifiers mixin	slots	severity qualifier
entity to feature or disease qualifiers mixin	slots	onset qualifier
entity to phenotypic feature association mixin	is_a	entity to feature or disease qualifiers mixin
entity to phenotypic feature association mixin	mixins	frequency quantifier
entity to phenotypic feature association mixin	defining_slots	object
entity to phenotypic feature association mixin	slots	sex qualifier
information content entity to named thing association	in_subset	model_organism_database
information content entity to named thing association	is_a	association
information content entity to named thing association	defining_slots	subject
information content entity to named thing association	defining_slots	object
entity to disease association mixin	is_a	entity to feature or disease qualifiers mixin
entity to disease association mixin	defining_slots	object
disease or phenotypic feature to entity association mixin	defining_slots	subject
disease or phenotypic feature to location association	is_a	association
disease or phenotypic feature to location association	mixins	disease or phenotypic feature to entity association mixin
disease or phenotypic feature to genetic inheritance association	is_a	association
disease or phenotypic feature to genetic inheritance association	mixins	disease or phenotypic feature to entity association mixin
entity to disease or phenotypic feature association mixin	defining_slots	object
genotype to entity association mixin	defining_slots	subject
genotype to phenotypic feature association	is_a	association
genotype to phenotypic feature association	mixins	entity to phenotypic feature association mixin
genotype to phenotypic feature association	mixins	genotype to entity association mixin
genotype to phenotypic feature association	defining_slots	subject
genotype to phenotypic feature association	defining_slots	object
exposure event to phenotypic feature association	is_a	association
exposure event to phenotypic feature association	mixins	entity to phenotypic feature association mixin
exposure event to phenotypic feature association	defining_slots	subject
exposure event to phenotypic feature association	defining_slots	object
disease to phenotypic feature association	close_mappings	dcid:DiseaseSymptomAssociation
disease to phenotypic feature association	is_a	association
disease to phenotypic feature association	mixins	entity to phenotypic feature association mixin
disease to phenotypic feature association	mixins	disease to entity association mixin
disease to phenotypic feature association	defining_slots	subject
disease to phenotypic feature association	defining_slots	object
case to phenotypic feature association	is_a	association
case to phenotypic feature association	mixins	entity to phenotypic feature association mixin
case to phenotypic feature association	mixins	case to entity association mixin
case to phenotypic feature association	defining_slots	subject
case to phenotypic feature association	defining_slots	object
behavior to behavioral feature association	is_a	association
behavior to behavioral feature association	mixins	entity to phenotypic feature association mixin
behavior to behavioral feature association	defining_slots	subject
behavior to behavioral feature association	defining_slots	object
gene to entity association mixin	defining_slots	subject
variant to entity association mixin	defining_slots	subject
gene to disease or phenotypic feature association	narrow_mappings	WBVocab:Gene-Phenotype-Association
gene to disease or phenotypic feature association	narrow_mappings	dcid:DiseaseGeneAssociation
gene to disease or phenotypic feature association	narrow_mappings	SIO:000983
gene to disease or phenotypic feature association	is_a	association
gene to disease or phenotypic feature association	mixins	entity to phenotypic feature association mixin
gene to disease or phenotypic feature association	mixins	gene to entity association mixin
gene to disease or phenotypic feature association	slots	subject aspect qualifier
gene to disease or phenotypic feature association	slots	object direction qualifier
gene to phenotypic feature association	exact_mappings	WBVocab:Gene-Phenotype-Association
gene to phenotypic feature association	is_a	gene to disease or phenotypic feature association
gene to phenotypic feature association	mixins	entity to phenotypic feature association mixin
gene to phenotypic feature association	mixins	gene to entity association mixin
gene to phenotypic feature association	defining_slots	subject
gene to phenotypic feature association	defining_slots	object
gene to disease association	close_mappings	dcid:DiseaseGeneAssociation
gene to disease association	exact_mappings	SIO:000983
gene to disease association	is_a	gene to disease or phenotypic feature association
gene to disease association	mixins	entity to disease association mixin
gene to disease association	mixins	gene to entity association mixin
gene to disease association	defining_slots	subject
gene to disease association	defining_slots	object
causal gene to disease association	is_a	gene to disease association
causal gene to disease association	mixins	entity to disease association mixin
causal gene to disease association	mixins	gene to entity association mixin
causal gene to disease association	defining_slots	subject
causal gene to disease association	defining_slots	object
correlated gene to disease association	is_a	gene to disease association
correlated gene to disease association	mixins	entity to disease association mixin
correlated gene to disease association	mixins	gene to entity association mixin
correlated gene to disease association	defining_slots	subject
correlated gene to disease association	defining_slots	object
druggable gene to disease association	is_a	gene to disease association
druggable gene to disease association	mixins	entity to disease association mixin
druggable gene to disease association	mixins	gene to entity association mixin
druggable gene to disease association	defining_slots	subject
druggable gene to disease association	defining_slots	object
druggable gene to disease association	defining_slots	predicate
variant to gene association	is_a	association
variant to gene association	mixins	variant to entity association mixin
variant to gene association	defining_slots	subject
variant to gene association	defining_slots	predicate
variant to gene association	defining_slots	object
variant to gene expression association	is_a	variant to gene association
